Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP2504,Well,Clean,35.0,3000.0,2001.0,Oxfam,Pay per use,23.0,Hand Pump,"(-21.846849904094423, 27.875202606048454)",Functioning
WP2505,Borehole,Clean,50.0,18000.0,1996.0,USAID,Free,28.0,Motorized Pump,"(-22.062244143237553, 25.849638957186155)",Functioning
WP2506,Well,Clean,,18000.0,1991.0,World Bank,Free,33.0,Motorized Pump,,Not Functioning
WP2507,Lake,Clean,40.0,11000.0,2007.0,Red Cross,Free,17.0,Hand Pump,"(-23.983095119789883, 22.364909357760954)",Not Functioning
WP2508,Lake,Clean,53.0,15000.0,2003.0,Oxfam,Free,21.0,Motorized Pump,"(-17.70157109404341, 27.079880173163183)",Not Functioning
WP2509,Well,Clean,20.0,11000.0,2008.0,Red Cross,Pay per use,16.0,Solar Pump,"(-20.862323889630574, 20.42928253303466)",Functioning
WP2510,Lake,Clean,37.0,12000.0,2018.0,Red Cross,,6.0,Motorized Pump,"(-20.910689058592567, 27.896553827015317)",Not Functioning
WP2511,Well,Clean,46.0,15000.0,2000.0,Oxfam,Free,24.0,Hand Pump,"(-23.196554229711246, 20.448239088211807)",Functioning
WP2512,Lake,Clean,45.0,16000.0,2005.0,Oxfam,Pay per use,19.0,Hand Pump,,Not Functioning
WP2513,Lake,Clean,37.0,15000.0,2014.0,USAID,Pay per use,10.0,Motorized Pump,"(-23.28864692872015, 21.765221750939197)",Not Functioning
WP2514,Well,,32.0,8000.0,2012.0,USAID,Pay per use,12.0,Motorized Pump,"(-21.1070920464847, 24.25380800274951)",Not Functioning
WP2515,River,Contaminated,34.0,15000.0,2003.0,Red Cross,Pay per use,21.0,Motorized Pump,"(-20.63331791639156, 21.748205281496947)",Not Functioning
,Well,Clean,40.0,16000.0,2000.0,USAID,Free,24.0,Motorized Pump,"(-20.851436595766582, 19.10359034411496)",Functioning
,Well,Clean,,14000.0,1999.0,Red Cross,Pay per use,25.0,Motorized Pump,"(-23.26044648561545, 25.421284383943267)",Functioning
WP2518,Well,Clean,36.0,14000.0,2014.0,UNICEF,Free,10.0,Motorized Pump,"(-21.97222124963941, 27.123468109781804)",Functioning
WP2519,Lake,Clean,32.0,15000.0,2010.0,Red Cross,Pay per use,14.0,Motorized Pump,"(-17.600795822842286, 28.573266748898604)",
WP2520,Well,Clean,43.0,15000.0,2008.0,Oxfam,Pay per use,16.0,Hand Pump,"(-23.891985454867843, 22.382374467212063)",Functioning
WP2521,Well,Clean,60.0,10000.0,1993.0,Oxfam,Pay per use,31.0,Hand Pump,"(-23.325961869816837, 20.189457722206186)",Functioning
WP2522,Lake,Clean,35.0,12000.0,,Red Cross,Pay per use,8.0,Hand Pump,"(-21.53700092034188, 21.095579170799986)",Not Functioning
WP2523,Lake,Contaminated,27.0,13000.0,2016.0,Red Cross,Pay per use,8.0,Solar Pump,"(-19.423676628649204, 27.817339076605457)",Not Functioning
WP2524,Well,Clean,41.0,16000.0,2018.0,USAID,Pay per use,6.0,Hand Pump,"(-20.121139722544136, 24.477886648970145)",Functioning
WP2525,Lake,Clean,45.0,10000.0,,USAID,Pay per use,23.0,Motorized Pump,"(-21.09921740769679, 22.848487446590923)",Not Functioning
WP2526,River,Clean,40.0,15000.0,2007.0,Oxfam,Pay per use,17.0,Motorized Pump,"(-21.639230695556616, 24.48508420952348)",Not Functioning
WP2527,,Clean,19.0,14000.0,1999.0,Oxfam,Pay per use,25.0,Solar Pump,"(-23.208452793866766, 22.472828897827686)",Not Functioning
WP2528,Lake,Clean,43.0,12000.0,2005.0,Red Cross,Pay per use,,Motorized Pump,"(-21.29827154752872, 26.916004806645173)",Not Functioning
WP2529,Lake,Clean,43.0,11000.0,1996.0,World Bank,Free,28.0,Motorized Pump,"(-18.08984759426769, 28.823573807644454)",Not Functioning
WP2530,Lake,Clean,55.0,14000.0,2007.0,,Pay per use,17.0,Motorized Pump,"(-18.189670631764454, 25.50289683084941)",Not Functioning
WP2531,River,Clean,23.0,16000.0,1996.0,Red Cross,Free,28.0,Hand Pump,"(-23.867335566911102, 25.122201059565903)",Not Functioning
WP2532,Well,Clean,53.0,15000.0,1992.0,Red Cross,Pay per use,32.0,Motorized Pump,"(-17.98267800088642, 26.351239726391384)",
WP2533,Well,Clean,,16000.0,2020.0,,Pay per use,4.0,Hand Pump,"(-20.15507625523302, 27.867754331079862)",Functioning
WP2534,Lake,Contaminated,15.0,9000.0,2011.0,USAID,Pay per use,13.0,Hand Pump,"(-22.23467408228545, 21.338735069899876)",Not Functioning
WP2535,Lake,Clean,43.0,13000.0,2020.0,USAID,Pay per use,4.0,Hand Pump,"(-21.975093598521795, 25.990827516598934)",Not Functioning
WP2536,Lake,Clean,43.0,13000.0,2012.0,USAID,Pay per use,12.0,Hand Pump,"(-21.273298145133936, 26.313856850252336)",Functioning
WP2537,Lake,Clean,37.0,18000.0,2015.0,World Bank,Pay per use,9.0,Motorized Pump,"(-20.677931663253144, 28.59954888006446)",Not Functioning
WP2538,,Clean,,11000.0,2016.0,Oxfam,Free,8.0,Motorized Pump,"(-23.033327476204818, 24.641054296670173)",Not Functioning
WP2539,Lake,Clean,35.0,19000.0,2015.0,,Pay per use,9.0,Solar Pump,"(-19.77812212948721, 25.931774487390907)",Functioning
WP2540,Lake,Clean,19.0,9000.0,1998.0,Oxfam,Pay per use,26.0,Hand Pump,"(-20.3977001561564, 27.308138491924325)",Not Functioning
WP2541,Lake,Clean,42.0,11000.0,1996.0,Red Cross,Pay per use,28.0,Motorized Pump,,Not Functioning
WP2542,Well,Contaminated,16.0,11000.0,2010.0,UNICEF,Pay per use,14.0,Motorized Pump,"(-19.82075404520223, 25.03746816870197)",Not Functioning
WP2543,Lake,Clean,39.0,13000.0,2011.0,USAID,Free,13.0,Motorized Pump,"(-21.584671828362815, 21.772153684766465)",Not Functioning
WP2544,Lake,Clean,29.0,14000.0,2020.0,USAID,Pay per use,4.0,Motorized Pump,"(-21.01963809822806, 27.3931602087587)",Not Functioning
WP2545,,Clean,39.0,14000.0,2005.0,Red Cross,Free,19.0,Motorized Pump,"(-21.735391802031824, 19.696450556142697)",Functioning
WP2546,Lake,Clean,27.0,15000.0,2018.0,USAID,Pay per use,6.0,Motorized Pump,"(-19.40151902014336, 25.786630285238978)",Not Functioning
WP2547,Well,Clean,47.0,14000.0,2014.0,Oxfam,Pay per use,10.0,Solar Pump,"(-18.638288352051248, 25.011600182414575)",Functioning
WP2548,Well,Contaminated,41.0,12000.0,1995.0,UNICEF,Free,29.0,Motorized Pump,"(-20.191532713248836, 25.24240891205985)",Not Functioning
WP2549,Well,Clean,46.0,9000.0,1997.0,USAID,Free,27.0,Hand Pump,"(-21.722560610576995, 19.45749748818041)",Functioning
,Lake,Clean,50.0,11000.0,1990.0,World Bank,Pay per use,34.0,Hand Pump,"(-19.69393459288399, 24.86365878268517)",Not Functioning
WP2551,River,,59.0,10000.0,1992.0,World Bank,Pay per use,32.0,Motorized Pump,,
,Lake,Clean,9.0,9000.0,2001.0,Red Cross,Pay per use,23.0,Hand Pump,"(-19.03726037994748, 27.835554832330974)",Not Functioning
WP2553,Lake,Contaminated,42.0,17000.0,1998.0,Oxfam,Free,26.0,Hand Pump,"(-23.859362966262502, 21.39221944083344)",Not Functioning
WP2554,Lake,Clean,41.0,11000.0,2001.0,Red Cross,Pay per use,23.0,Motorized Pump,"(-22.112964520584814, 22.384651655692778)",Not Functioning
WP2555,River,Clean,,13000.0,1999.0,Red Cross,Pay per use,25.0,Hand Pump,"(-20.875448818280375, 26.162536327085228)",Not Functioning
WP2556,Well,Clean,55.0,16000.0,2017.0,Red Cross,Pay per use,7.0,Hand Pump,"(-22.5542903983616, 25.904906787037547)",Functioning
WP2557,Well,Clean,39.0,14000.0,2019.0,Oxfam,,5.0,Motorized Pump,"(-22.21414450929015, 19.23162822047086)",Functioning
WP2558,Well,Clean,24.0,15000.0,1992.0,USAID,,32.0,Hand Pump,"(-18.833640489771312, 27.660178278154103)",Functioning
WP2559,Lake,Clean,51.0,10000.0,1995.0,Red Cross,Free,29.0,Solar Pump,"(-22.739996726980497, 21.77378886909337)",
WP2560,River,Clean,6.0,11000.0,1996.0,Red Cross,Free,28.0,Motorized Pump,"(-23.118327128746945, 25.78531458884909)",Not Functioning
WP2561,Lake,Clean,25.0,18000.0,1990.0,Red Cross,Pay per use,34.0,Motorized Pump,"(-21.906023310026658, 24.372515998664795)",Not Functioning
WP2562,Lake,Clean,36.0,12000.0,1995.0,USAID,Pay per use,29.0,Motorized Pump,"(-23.502451898645337, 24.138524463365172)",Not Functioning
WP2563,Lake,Clean,42.0,13000.0,2005.0,Red Cross,Free,19.0,Motorized Pump,"(-21.806836168460354, 22.389768369674933)",Not Functioning
WP2564,Lake,Clean,19.0,16000.0,,Red Cross,Pay per use,7.0,Hand Pump,"(-17.833194155228913, 24.050194648676147)",Not Functioning
WP2565,Lake,Clean,54.0,16000.0,2020.0,Red Cross,Free,4.0,Hand Pump,"(-19.49104505354313, 25.12055192665612)",Functioning
WP2566,Lake,Contaminated,55.0,16000.0,1997.0,UNICEF,Pay per use,27.0,Hand Pump,"(-22.660393208823468, 24.770895928222366)",Functioning
,Well,Clean,21.0,10000.0,2005.0,Oxfam,Free,19.0,Hand Pump,"(-21.067514363410282, 27.604545542968545)",
WP2568,Borehole,Clean,27.0,13000.0,2010.0,World Bank,Free,14.0,Hand Pump,"(-19.281989024556154, 27.903188837280815)",Not Functioning
WP2569,,Clean,,7000.0,2009.0,World Bank,Pay per use,15.0,Solar Pump,"(-22.927084544630993, 25.386203300414895)",Functioning
WP2570,Lake,,,18000.0,1991.0,Red Cross,Pay per use,33.0,Hand Pump,"(-23.206515691313616, 19.222443259176387)",Not Functioning
WP2571,Lake,Clean,41.0,12000.0,2019.0,USAID,Free,5.0,Hand Pump,"(-18.68343386705341, 25.76532008709383)",Not Functioning
WP2572,Well,Clean,18.0,13000.0,2017.0,Red Cross,Pay per use,7.0,Motorized Pump,"(-17.786275744640527, 20.43284041034327)",
WP2573,Lake,Clean,12.0,13000.0,1990.0,UNICEF,Pay per use,34.0,Motorized Pump,"(-22.508089430441128, 22.610675847637864)",Not Functioning
WP2574,River,Clean,19.0,16000.0,2017.0,USAID,Pay per use,7.0,Motorized Pump,,Functioning
WP2575,Well,Clean,41.0,14000.0,1998.0,,Pay per use,,Motorized Pump,"(-20.960157210223223, 22.894254344901533)",Functioning
WP2576,Well,Clean,30.0,15000.0,2013.0,Oxfam,Pay per use,,Motorized Pump,"(-21.14787952372954, 23.923188058754288)",Functioning
WP2577,Lake,Clean,15.0,12000.0,2002.0,Red Cross,Pay per use,22.0,Hand Pump,"(-19.991858674520863, 26.445575685447626)",Not Functioning
WP2578,Lake,Clean,34.0,11000.0,2012.0,Oxfam,,12.0,Hand Pump,"(-19.520856857248976, 26.42941160191805)",Not Functioning
WP2579,River,Clean,15.0,,2006.0,Red Cross,Free,18.0,Motorized Pump,"(-23.1889147868014, 19.942679583931096)",Not Functioning
WP2580,Lake,Clean,56.0,14000.0,2011.0,Oxfam,Pay per use,13.0,Hand Pump,"(-19.23002135986821, 27.997629366887743)",Functioning
WP2581,Lake,Clean,45.0,10000.0,2004.0,Red Cross,Pay per use,20.0,Hand Pump,"(-20.78255513096305, 26.404788627045004)",Not Functioning
WP2582,Well,Clean,22.0,9000.0,1994.0,USAID,Free,30.0,Hand Pump,"(-18.67532907097472, 24.39209699161188)",Not Functioning
WP2583,Well,Contaminated,46.0,12000.0,1992.0,USAID,Pay per use,32.0,Hand Pump,"(-18.95537765346527, 27.99785346969254)",Not Functioning
WP2584,Lake,Clean,22.0,12000.0,,Red Cross,Pay per use,21.0,Hand Pump,"(-18.037430965187532, 25.873521217883802)",Not Functioning
WP2585,Lake,Clean,58.0,11000.0,2013.0,World Bank,Free,11.0,Hand Pump,"(-23.963670663954822, 25.85173309563893)",Not Functioning
WP2586,Lake,Clean,16.0,8000.0,2002.0,UNICEF,Pay per use,22.0,Motorized Pump,"(-23.901386643120237, 22.114241036963982)",Not Functioning
WP2587,Well,Clean,14.0,13000.0,2018.0,,Free,6.0,Hand Pump,"(-22.075242674211704, 20.16531591188007)",Functioning
WP2588,Well,Clean,0.0,14000.0,2005.0,,Pay per use,19.0,Hand Pump,,
WP2589,Borehole,Clean,44.0,12000.0,2004.0,Oxfam,Pay per use,20.0,Motorized Pump,,Not Functioning
WP2590,Lake,Clean,21.0,15000.0,1990.0,Oxfam,Pay per use,34.0,Solar Pump,"(-18.897107914135145, 26.052078283246907)",Not Functioning
WP2591,Well,Clean,53.0,11000.0,2015.0,,Pay per use,9.0,Hand Pump,"(-19.82644101488792, 26.483636713088544)",Not Functioning
WP2592,Lake,Clean,33.0,12000.0,2018.0,World Bank,Pay per use,6.0,Motorized Pump,,Not Functioning
WP2593,Borehole,Clean,42.0,13000.0,2017.0,Red Cross,Pay per use,7.0,Hand Pump,"(-19.995224645842416, 25.396409862691097)",Not Functioning
WP2594,Lake,Clean,37.0,12000.0,2011.0,Oxfam,Free,13.0,Hand Pump,"(-21.065203248450466, 26.93178744900543)",Not Functioning
WP2595,River,Clean,35.0,11000.0,1992.0,Red Cross,Pay per use,32.0,Motorized Pump,"(-23.18786805362725, 20.310122730168352)",Not Functioning
WP2596,Lake,,39.0,9000.0,1994.0,Oxfam,Free,30.0,Hand Pump,"(-22.81977561062081, 20.37959501086106)",Not Functioning
WP2597,Well,Clean,58.0,12000.0,2004.0,Oxfam,Pay per use,20.0,Hand Pump,"(-20.388032082731264, 27.336942134130712)",Functioning
WP2598,Lake,Clean,11.0,15000.0,2014.0,USAID,Pay per use,10.0,Hand Pump,"(-18.911371177228258, 25.19932257274095)",Functioning
WP2599,Borehole,Clean,37.0,12000.0,1999.0,USAID,Pay per use,25.0,Motorized Pump,"(-22.84057261160383, 25.420663337568065)",Not Functioning
WP2600,Well,Clean,54.0,11000.0,2015.0,Red Cross,Pay per use,9.0,,"(-21.758766120568964, 25.939261954351537)",Functioning
WP2601,Well,Clean,30.0,14000.0,2015.0,Oxfam,Free,9.0,Hand Pump,"(-21.202176481723075, 26.24454139391684)",Functioning
,Well,Clean,34.0,11000.0,2008.0,Oxfam,Pay per use,16.0,Hand Pump,"(-17.97071360443351, 19.444488030719864)",Functioning
WP2603,Well,Clean,11.0,9000.0,2015.0,Red Cross,Free,9.0,Hand Pump,"(-22.687937745837687, 19.777453631489262)",Functioning
WP2604,River,Contaminated,31.0,15000.0,2014.0,UNICEF,Pay per use,10.0,Hand Pump,"(-23.967025642782385, 22.29866811758285)",Not Functioning
WP2605,Well,Clean,48.0,11000.0,2015.0,Oxfam,Pay per use,9.0,Hand Pump,"(-21.15484269627829, 22.728264279059154)",Functioning
WP2606,Well,Clean,19.0,18000.0,2004.0,Oxfam,Pay per use,20.0,Hand Pump,"(-19.581536257139007, 24.35817176681174)",Not Functioning
,Lake,Contaminated,39.0,12000.0,2015.0,USAID,Pay per use,9.0,Hand Pump,"(-23.198847756834567, 22.0485245473753)",Not Functioning
WP2608,Lake,,38.0,14000.0,2018.0,World Bank,Pay per use,6.0,Hand Pump,"(-20.73413538877007, 26.846849000278496)",Not Functioning
WP2609,Well,Clean,7.0,9000.0,1994.0,Red Cross,Pay per use,30.0,Hand Pump,"(-21.909784182513505, 19.445151326363643)",Functioning
WP2610,Well,Clean,7.0,16000.0,2009.0,Red Cross,Pay per use,15.0,Hand Pump,"(-19.081192643335132, 23.620864282627572)",Functioning
WP2611,Well,Clean,11.0,9000.0,2002.0,Red Cross,Pay per use,,,"(-18.37978372047845, 24.8438201631471)",Functioning
WP2612,Well,Clean,42.0,,1994.0,UNICEF,Free,30.0,Hand Pump,"(-22.238649553354087, 20.777392790455924)",Not Functioning
WP2613,Lake,Clean,52.0,16000.0,1997.0,Oxfam,Pay per use,27.0,Motorized Pump,"(-19.88764435987704, 25.248971392862178)",Functioning
,Well,Clean,50.0,9000.0,1995.0,USAID,,29.0,Hand Pump,"(-23.799126481935655, 21.94552248265721)",Functioning
WP2615,Well,Clean,5.0,9000.0,,,Pay per use,32.0,Motorized Pump,"(-20.327827332971996, 24.613476581050907)",Functioning
WP2616,River,Clean,39.0,11000.0,2015.0,World Bank,Pay per use,9.0,Hand Pump,"(-19.936415976250206, 26.07806481977144)",Functioning
WP2617,Well,Contaminated,45.0,10000.0,1997.0,Oxfam,Pay per use,27.0,Motorized Pump,"(-22.541116442189153, 23.750746059576027)",Not Functioning
WP2618,River,Clean,30.0,15000.0,2009.0,Oxfam,Pay per use,15.0,Motorized Pump,"(-20.560142412102266, 25.599223287882708)",Functioning
WP2619,Well,Clean,46.0,17000.0,1999.0,,Pay per use,25.0,Motorized Pump,"(-19.100480128552142, 24.035897402828066)",Not Functioning
WP2620,Lake,Clean,6.0,19000.0,,Red Cross,Pay per use,24.0,Hand Pump,"(-20.948168232693, 22.131820617219237)",Not Functioning
WP2621,Lake,Contaminated,11.0,16000.0,2018.0,Oxfam,Pay per use,6.0,Solar Pump,"(-20.942632137422198, 21.710453655575634)",Not Functioning
WP2622,Lake,Clean,31.0,10000.0,2006.0,USAID,Pay per use,18.0,Solar Pump,"(-23.707861625850807, 21.771192767609854)",
WP2623,Well,Clean,45.0,11000.0,2018.0,Red Cross,Pay per use,6.0,Motorized Pump,"(-21.921387935580597, 26.785996589050747)",Functioning
WP2624,Well,Clean,47.0,18000.0,2003.0,Red Cross,Pay per use,21.0,Motorized Pump,"(-23.920746908541226, 22.33928791360011)",
WP2625,Lake,Clean,27.0,12000.0,2019.0,Red Cross,Pay per use,5.0,Motorized Pump,"(-22.58700467509213, 26.307858351284032)",Not Functioning
WP2626,Well,Clean,43.0,,2005.0,Oxfam,Pay per use,19.0,Hand Pump,"(-22.939144223776836, 21.016013593115293)",
WP2627,Well,Clean,47.0,14000.0,1992.0,Red Cross,Pay per use,32.0,Hand Pump,"(-20.208384132869625, 27.165283558934213)",Not Functioning
WP2628,River,Clean,40.0,14000.0,2014.0,Oxfam,Free,10.0,Motorized Pump,"(-22.89998429085503, 24.80832228478691)",
WP2629,River,Clean,13.0,14000.0,1996.0,Red Cross,Pay per use,28.0,Motorized Pump,"(-17.662859954728344, 24.3874873198198)",Not Functioning
WP2630,Lake,Clean,25.0,17000.0,2012.0,Oxfam,Pay per use,12.0,Motorized Pump,"(-19.17327557319949, 24.64844302924004)",Not Functioning
WP2631,Lake,Clean,37.0,11000.0,2019.0,UNICEF,Pay per use,5.0,Hand Pump,"(-21.788617976967647, 24.83312246964745)",Not Functioning
WP2632,Lake,Clean,34.0,9000.0,2009.0,Oxfam,Pay per use,,Motorized Pump,"(-22.410132045649483, 19.785678990961575)",Not Functioning
WP2633,Lake,Clean,56.0,10000.0,1990.0,Red Cross,Pay per use,34.0,Motorized Pump,"(-20.565868520161207, 23.431236672139786)",Functioning
WP2634,Well,Clean,35.0,,2017.0,USAID,Pay per use,7.0,Motorized Pump,"(-18.507569135525344, 28.758437363744846)",Functioning
WP2635,Well,Contaminated,38.0,14000.0,2011.0,USAID,Free,13.0,Hand Pump,"(-22.807129121695247, 24.870828883083945)",Not Functioning
WP2636,Borehole,Clean,4.0,13000.0,2020.0,Oxfam,Free,,Hand Pump,"(-20.76467122039219, 23.01224790783801)",Not Functioning
WP2637,Lake,Contaminated,48.0,12000.0,1999.0,Oxfam,Pay per use,25.0,Hand Pump,"(-23.425356085701722, 28.34253214032341)",
WP2638,Lake,Clean,31.0,7000.0,2008.0,Red Cross,Pay per use,16.0,Motorized Pump,"(-17.562294053197675, 21.95167444541084)",Functioning
WP2639,Lake,Clean,57.0,17000.0,1992.0,,Free,32.0,Motorized Pump,"(-21.18056335338456, 27.115973468022464)",Functioning
WP2640,Well,Clean,36.0,15000.0,1999.0,USAID,Free,25.0,Motorized Pump,"(-20.986345768155218, 24.834638124184366)",Not Functioning
WP2641,Lake,Clean,50.0,14000.0,2012.0,UNICEF,Pay per use,12.0,Solar Pump,"(-20.968304720647012, 24.17909213680616)",Not Functioning
WP2642,Well,Clean,52.0,7000.0,2011.0,Oxfam,Pay per use,13.0,Motorized Pump,"(-21.667950262002762, 24.315958880182322)",Functioning
WP2643,Well,Clean,51.0,11000.0,,UNICEF,Pay per use,26.0,Hand Pump,"(-23.19065385969197, 22.858814135061614)",Functioning
WP2644,Lake,,37.0,13000.0,2013.0,Red Cross,Pay per use,11.0,Motorized Pump,"(-20.912852015670577, 20.656331080692773)",
WP2645,Lake,Clean,44.0,11000.0,1995.0,Oxfam,Free,29.0,Hand Pump,"(-21.48800523746301, 24.735670655290956)",Functioning
WP2646,Lake,Clean,42.0,11000.0,1992.0,Red Cross,Pay per use,32.0,Hand Pump,"(-21.77045687976643, 27.89468205749496)",Functioning
WP2647,Lake,Clean,33.0,15000.0,2002.0,USAID,Pay per use,22.0,Motorized Pump,"(-18.828560713661744, 24.660494409801323)",Not Functioning
WP2648,Well,Clean,7.0,13000.0,2015.0,,Pay per use,9.0,,"(-21.66295809207491, 24.785968293655817)",Functioning
WP2649,Well,Clean,27.0,14000.0,2011.0,Red Cross,Pay per use,13.0,Motorized Pump,"(-18.616073747465503, 25.98022311114639)",Functioning
WP2650,River,Clean,11.0,10000.0,2015.0,World Bank,Pay per use,,Hand Pump,"(-21.428889918977085, 22.144273103881737)",Not Functioning
WP2651,River,Clean,45.0,9000.0,2007.0,Red Cross,Pay per use,17.0,Solar Pump,"(-21.274114170930332, 19.554394077474058)",Functioning
WP2652,Lake,Contaminated,32.0,14000.0,2015.0,Red Cross,Pay per use,9.0,Motorized Pump,"(-19.786333300600035, 26.370859426377173)",Not Functioning
WP2653,Well,Clean,42.0,9000.0,2006.0,UNICEF,Pay per use,18.0,Solar Pump,"(-23.881683577383253, 23.181785110742652)",
WP2654,Well,Clean,43.0,16000.0,1993.0,USAID,Pay per use,31.0,Motorized Pump,"(-22.63970499677314, 22.222365142999333)",Functioning
WP2655,Lake,Clean,12.0,14000.0,1990.0,Red Cross,Pay per use,34.0,Hand Pump,"(-20.617713406685844, 24.964795066561457)",Not Functioning
WP2656,Well,Clean,17.0,15000.0,2015.0,Red Cross,Pay per use,9.0,Hand Pump,"(-22.67391674931072, 26.190078849026587)",Functioning
WP2657,Lake,Contaminated,39.0,,2007.0,,Pay per use,17.0,Motorized Pump,"(-18.614703440896452, 26.424790179893108)",Not Functioning
WP2658,Well,Clean,36.0,8000.0,2019.0,Red Cross,Pay per use,5.0,Motorized Pump,"(-20.638440074200364, 28.36840337729582)",Functioning
WP2659,River,Clean,40.0,8000.0,1994.0,UNICEF,Pay per use,30.0,Hand Pump,"(-18.92638906238579, 24.413915032310317)",Not Functioning
WP2660,Well,Clean,40.0,,,USAID,Pay per use,14.0,Hand Pump,"(-23.64220490192048, 21.835291071389538)",Not Functioning
WP2661,Well,Clean,25.0,20000.0,2014.0,Oxfam,Pay per use,10.0,Motorized Pump,"(-19.48278717489573, 27.5616636902448)",Not Functioning
WP2662,Well,Clean,20.0,10000.0,2011.0,USAID,Free,13.0,Hand Pump,"(-21.611714849634602, 19.281611010702175)",Functioning
,Well,Clean,20.0,16000.0,1994.0,Red Cross,Pay per use,30.0,Solar Pump,"(-21.58548957561795, 26.455625569461116)",Functioning
WP2664,River,Clean,43.0,12000.0,1993.0,USAID,Pay per use,31.0,Motorized Pump,"(-21.392775309509666, 27.149070922328022)",Functioning
WP2665,Lake,Clean,48.0,11000.0,1995.0,USAID,Pay per use,29.0,Motorized Pump,"(-19.75451125169559, 24.718516073155033)",Functioning
WP2666,Lake,Clean,54.0,16000.0,2013.0,Oxfam,Pay per use,11.0,Motorized Pump,"(-23.687036802589013, 19.752342809148395)",Not Functioning
WP2667,Lake,Clean,18.0,14000.0,2013.0,UNICEF,Pay per use,11.0,Solar Pump,"(-21.272695914606054, 24.8776130317641)",Functioning
WP2668,Well,Clean,53.0,10000.0,1998.0,Red Cross,Free,26.0,Motorized Pump,"(-20.92167479675714, 24.745760460437204)",Functioning
WP2669,Lake,Clean,48.0,18000.0,2002.0,UNICEF,Pay per use,22.0,Hand Pump,"(-20.944980606705766, 25.685527352730293)",Not Functioning
WP2670,Lake,Clean,29.0,12000.0,1995.0,USAID,,29.0,Motorized Pump,"(-20.318472387350823, 26.637376846887022)",
WP2671,Well,Clean,65.0,17000.0,2009.0,Oxfam,Pay per use,15.0,Motorized Pump,"(-23.779947237259773, 22.955425928908003)",Functioning
